ForecastID,Confirmed,Deaths
0,270765.66579695867,3902.9744143363687
1,37024.6648364356,144.93666132979374
2,364347.9467338932,6962.761056156777
3,171745.98596079682,2642.7841905843907
4,1363236.4814962118,19909.82647215438
5,262386.4185934277,3396.8560564662043
6,130097.63296939984,5168.779771215595
7,39765.137552122025,783.6182552561017
8,1058327.7317205511,19165.183993950814
9,503737.6787442069,9835.376578517884
10,18853.95387317247,263.0737114283166
11,111232.26539336686,1043.8792303447974
12,788302.1639082432,14149.180083159392
13,382134.11118090607,6278.150326368535
14,245494.25073927955,2707.334090145944
15,175685.8181016665,1844.141351511051
16,201453.6809927236,2083.2426951942366
17,250496.35182033677,6570.56048325935
18,13387.44916898817,230.84598210803148
19,215296.9120604297,4852.49648199352
20,256596.57308357846,11001.6001176305
21,431995.8417239057,10423.365982632497
22,351348.6079833991,4018.5703655832453
23,165294.42214487644,3968.471991071866
24,329527.47769200883,4312.068421254649
25,67985.24751289494,746.7731257207396
26,140587.25244521475,1212.412420572852
27,168385.88553508391,2325.9612798604626
28,24833.063933956804,562.5893957310863
29,367191.03441505996,17353.35533509557
30,108798.62455468845,1770.9151245372177
31,706117.9919741049,34995.080523365985
32,391928.3342223435,5548.083654703751
33,83171.73204887674,1026.0249905771998
34,475511.1645305474,7019.752284278539
35,216406.8184626856,1891.1729399516546
36,84826.67658589884,1044.4198575136384
37,426944.1970669528,11283.402246388714
38,63318.17049213567,1419.934540418825
39,231617.92289494848,4538.692224105738
40,86291.78266015922,1113.8734645746
41,402107.6274006132,4952.23036479031
42,1324385.4020730944,23210.847899228127
43,216003.4013216347,950.1474639547155
44,5028.986772628722,80.53439885191949
45,253999.29512510018,4221.241557353667
46,178198.88117266772,2942.2930965718283
47,54742.947731465814,842.6882890591831
48,442928.4700077961,4003.8467037757405
49,36543.517294363926,275.0387641216261
50,273913.8796063688,3944.594792020825
51,37772.67679436186,146.47453773935626
52,370109.31413161044,7004.701774690392
53,173917.44149011455,2665.4465628633848
54,1389739.0190118572,19982.32593034745
55,267409.76666780683,3440.36783485047
56,131936.20774848523,5191.77454917657
57,40437.81455110846,785.198283110363
58,1067938.8102615608,19259.513847945593
59,508186.29135854956,9878.5417110855
60,18966.944738681428,265.0581908190186
61,112729.60357356805,1063.92691044419
62,799412.399166377,14288.337498539384
63,389732.69671752234,6348.393753491516
64,247713.52904202804,2748.1235410915224
65,177120.33353084823,1896.607332735297
66,204924.73495593542,2104.3879033615112
67,252428.68517741174,6587.595386310813
68,13643.414068481305,234.85227813730117
69,218173.34640708563,4883.699382726401
70,261094.89562588482,11039.861861981937
71,443302.58639701846,10553.852328819614
72,357376.2012109106,4072.250875367719
73,167104.92204139454,3987.6573356867452
74,333595.1128980391,4353.995886157291
75,68904.66573070023,758.3349090149909
76,142601.18545710243,1236.1918452531597
77,171113.41547933436,2349.3555851973124
78,25432.322570060314,566.1824779578835
79,372450.4964835751,17406.400845980894
80,110758.64733433248,1804.0405892507117
81,715355.8981587059,35102.947454683606
82,395831.8764972976,5579.653892150177
83,83870.54794099931,1038.9027138060585
84,484941.9767144412,7122.058920644154
85,219650.85538853373,1910.4139129284451
86,86437.70842097679,1063.2199111903676
87,436713.872941319,11393.039059341887
88,64314.85425570157,1429.3275024439222
89,233959.91827643305,4561.355317065826
90,87284.47218222947,1137.524258209354
91,407610.27188028255,5002.79105418397
92,1338214.9762121367,23350.65218631274
93,219202.13942747543,964.0558986816225
94,5164.226342745731,82.11643866444088
95,256796.1879741705,4239.896593199004
96,180446.6371976348,2963.203783651703
97,55932.40191087449,856.6114858136059
98,447681.3010325025,4066.7734090072136
99,37008.9256075057,280.5465392211151
100,277067.2217349944,3982.3533408205535
101,38523.44865938673,148.01847063974685
102,375832.9999577312,7047.264307163191
103,176012.5925977049,2688.5747754749955
104,1417096.863298124,20094.846507309878
105,272440.7068307425,3483.83131829426
106,133905.88748791633,5212.175495404993
107,41112.691849803574,786.7481463163342
108,1078052.9597956801,19359.742508715393
109,512937.2684681463,9930.185301529555
110,19079.714204565847,267.2476020387845
111,114240.43017362914,1088.194831550499
112,811216.0972816489,14472.791904509158
113,397486.5491482719,6421.5934825218
114,249983.2496696907,2791.6334773326525
115,180618.34260886195,1908.7735011034356
116,208400.9945043597,2125.38964627678
117,254956.7560355155,6606.896835213321
118,13899.058328037034,238.73479711817544
119,221051.86185016244,4915.089949658193
120,265596.6250863132,11076.205278960462
121,449770.8880470834,10695.203209399
122,363412.97178642615,4139.349248250034
123,168912.69607671248,4009.3791091442818
124,337668.76787150075,4400.233126415646
125,69827.97226316795,767.8543442304829
126,144622.4438269263,1259.4859810617022
127,173848.1254088241,2373.3907774718987
128,26034.0069986599,570.119089319653
129,377701.5444053771,17466.627920568222
130,112733.1696259871,1837.1710453264889
131,725405.5103673559,35222.96177529639
132,399753.5607924016,5612.928717949136
133,84579.49077486679,1052.9945050041044
134,494348.1843522644,7220.2504437144335
135,222904.54346805156,1929.64156117633
136,88053.49574551242,1082.9780849310173
137,446762.433067478,11519.683311474202
138,65344.51057055142,1437.3757813232155
139,236308.29662028424,4583.988768818999
140,88280.90819330183,1162.6455942825978
141,412817.867162912,5051.650653410831
142,1353814.8895753857,23508.371192458664
143,222412.80598139163,977.1414498185859
144,5300.008870792521,83.69816593301478
145,259601.37112953473,4257.428612575105
146,182734.59043072665,2983.4905684334376
147,57125.966804272815,871.653163277165
148,452651.20900476334,4131.055302404438
149,37571.01922072217,287.181024204217
150,280231.7917991511,4014.942213856504
151,39277.360530716796,149.55156340378358
152,381593.078751198,7089.281243047406
153,178080.42245343694,2711.816647974534
154,1447309.701215487,20238.19453158905
155,277487.3069017269,3527.2275173546095
156,135850.91230182155,5232.487837586598
157,41789.82554154029,788.2763968654348
158,1089157.5286732183,19461.000005515853
159,517944.18405526056,9988.87363650269
160,19192.796085828417,269.4833117933863
161,115756.10782448463,1112.2140150114308
162,823123.335604659,14719.220653349725
163,405953.65663585975,6495.572035363502
164,252278.97861329603,2831.8010770685664
165,182674.1099941442,1995.2061355926649
166,211892.75474091517,2146.4413356102596
167,257245.21419934148,6625.2285861737255
168,14155.34170224877,242.60274338196064
169,223938.55989878083,4946.504160671726
170,270109.2175202716,11126.878343007093
171,457591.5651319422,10861.089872457496
172,369471.0016313056,4210.514584517247
173,170724.50036414203,4031.4118230197455
174,341759.88138137694,4445.000936654659
175,70755.16669865318,778.0814021332835
176,146651.7575346019,1281.8861756014142
177,176593.4899664848,2397.8507413699376
178,26637.99447420181,574.0699169993615
179,382966.9553659345,17532.558117871828
180,114720.20215097653,1870.4255813169837
181,736344.3170230377,35347.82981081803
182,404496.10814257327,5646.4868704144355
183,85293.18106127677,1066.932048514991
184,504390.913626331,7297.559836076088
185,226171.95890008964,1948.6236052781658
186,89676.08588632196,1102.5591111855865
187,456810.0453443949,11696.592161387045
188,66372.51116052532,1444.939134692552
189,238665.8659961269,4606.601345481917
190,89281.07236046338,1187.8512908340215
191,417674.5928259284,5099.959964872387
192,1369437.1886661372,23702.053701068067
193,225636.7553217991,988.9775290114504
194,5436.311946755584,85.28069070917
195,262416.36579805607,4274.892585374246
196,185025.66653091315,3003.496495833157
197,58324.48010141843,886.6414321245321
198,458191.28291117254,4196.62475217203
199,38093.69591330104,293.5273930256763
200,283408.7043617718,4046.3898530175093
201,40034.43064904476,151.09039749571417
202,387373.9193127212,7131.331918239243
203,180141.57450630137,2735.14756515728
204,1479037.362354616,20393.463027350732
205,282552.3112750201,3570.687498658077
206,137807.2176100065,5252.677507213087
207,42469.21364207253,789.7828403815163
208,1100561.2716745422,19571.77887360763
209,523276.29729156574,10053.877734184745
210,19306.294329053027,271.71929828068426
211,117278.35492082745,1129.7200046578855
212,836063.8711224311,14952.811904184075
213,415247.07293389924,6569.216895499687
214,254590.68574707487,2870.2769900132653
215,185769.8685962807,1996.2061355926649
216,215398.624072611,2167.5291014491836
217,259646.01158154922,6643.660435660926
218,14412.485511872424,246.49982842557566
219,226834.40844407812,4977.859629397943
220,274633.3540017535,11175.522032972602
221,465863.26670431916,11006.708227530691
222,375553.2651236509,4279.649376349716
223,172542.30527932988,4053.0548453256474
224,345867.37554731173,4489.255970187508
225,71686.24814322291,789.0923974836538
226,148689.16910127926,1304.2600135438265
227,179349.83443857802,2422.321917931662
228,27244.28870708345,577.9915380797033
229,388238.4726236121,17602.03421068709
230,116718.38071766184,1903.8221621086605
231,748221.4385086971,35472.160335272296
232,410219.6130674303,5679.989031036006
233,86010.23776416462,1080.716362163019
234,513729.42014898994,7375.191753717793
235,229452.88006369479,1967.6128322013456
236,91305.29418724959,1122.0969429618358
237,468689.54545400315,11887.935405726754
238,67404.37137488484,1452.743193038668
239,241032.7950063894,4629.294974126489
240,90284.96483979463,1212.7471722217472
241,422443.77855607355,5148.591429264344
